StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Trad_trust_music_1,Trad_hypo_music_1,Trad_like_music_1,Trad_honest_music_1,Trad_good_music_1,Trad_trust_jury_1,Trad_hypo_jury_1,Trad_like_jury_1,Trad_honest_jury_1,Trad_good_jury_1,Trad_trust_phone_1,Trad_hypo_phone_1,Trad_like_phone_1,Trad_honest_phone_1,Trad_good_phone_1,Trad_trust_print_1,Trad_hypo_print_1,Trad_like_print_1,Trad_honest_print_1,Trad_good_print_1,Honest_trust_music_1,Honest_hypo_music_1,Honest_like_music_1,Honest_honest_music_1,Honest_good_music_1,Honest_trust_jury_1,Honest_hypo_jury_1,Honest_like_jury_1,Honest_honest_jury_1,Honest_good_jury_1,Honest_trust_phone_1,Honest_hypo_phone_1,Honest_like_phone_1,Honest_honest_phone_1,Honest_good_phone_1,Honest_trust_print_1,Honest_hypo_print_1,Honest_like_print_1,Honest_honest_print_1,Honest_good_print_1,Age,Gender,Gender_3_TEXT,Income,Education,Random ID,Create New Field or Choose From Dropdown...,Q79_3_TEXT - Topics,FL_15_DO,FL_14_DO,FL_16_DO,MusicTraditional_hypocrisy_DO,JuryTrad_hyp_DO,PhonecallTrad_hypo_DO,PrintingTrad_hypo_DO,MusicHonest_hypocrisy_DO,Juryhon_hyp_DO,PhoneCallHon_hypo_DO,PrintingHon_hypo_DO
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,How trustworthy do you think Becky is?,How hypocritical do you think Becky is?,How much do you like Becky?,How honest do you think Becky is?,How good a person do you think Becky is?,How trustworthy do you think Jennifer is?,How hypocritical do you think Jennifer is?,How much do you like Jennifer?,How honest do you think Jennifer is?,How good a person do you think Jennifer is?,How trustworthy do you think Bruce is?,How hypocritical do you think Bruce is?,How much do you like Bruce?,How honest do you think Bruce is?,How good a person do you think Bruce is?,How trustworthy do you think Kevin is?,How hypocritical do you think Kevin is?,How much do you like Kevin?,How honest do you think Kevin is?,How good a person do you think Kevin is?,How trustworthy do you think Becky is?,How hypocritical do you think Becky is?,How much do you like Becky?,How honest do you think Becky is?,How good a person do you think Becky is?,How trustworthy do you think Jennifer is?,How hypocritical do you think Jennifer is?,How much do you like Jennifer?,How honest do you think Jennifer is?,How good a person do you think Jennifer is?,How trustworthy do you think Bruce is?,How hypocritical do you think Bruce is?,How much do you like Bruce?,How honest do you think Bruce is?,How good a person do you think Bruce is?,How trustworthy do you think Kevin is?,How hypocritical do you think Kevin is?,How much do you like Kevin?,How honest do you think Kevin is?,How good a person do you think Kevin is?,Which category below includes your age?,What is your gender? - Selected Choice,What is your gender? - Other - Text,What is your approximate average household income?,What is the highest level of school you have completed or the highest degree you have received?,Random ID,Create New Field or Choose From Dropdown...,Q79_3_TEXT - Topics,FL_15 - Block Randomizer - Display Order,FL_14 - Block Randomizer - Display Order,FL_16 - Block Randomizer - Display Order,Music Traditional_hypocrisy - Display Order,Jury Trad_hyp - Display Order,Phone call Trad_hypo - Display Order,Printing Trad_hypo - Display Order,Music Honest_hypocrisy - Display Order,Jury hon_hyp - Display Order,Phone Call Hon_hypo - Display Order,Printing Hon_hypo - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2_1""}","{""ImportId"":""QID3_1""}","{""ImportId"":""QID4_1""}","{""ImportId"":""QID5_1""}","{""ImportId"":""QID6_1""}","{""ImportId"":""QID26_1""}","{""ImportId"":""QID27_1""}","{""ImportId"":""QID28_1""}","{""ImportId"":""QID29_1""}","{""ImportId"":""QID30_1""}","{""ImportId"":""QID38_1""}","{""ImportId"":""QID39_1""}","{""ImportId"":""QID40_1""}","{""ImportId"":""QID41_1""}","{""ImportId"":""QID42_1""}","{""ImportId"":""QID62_1""}","{""ImportId"":""QID63_1""}","{""ImportId"":""QID64_1""}","{""ImportId"":""QID65_1""}","{""ImportId"":""QID66_1""}","{""ImportId"":""QID8_1""}","{""ImportId"":""QID9_1""}","{""ImportId"":""QID10_1""}","{""ImportId"":""QID11_1""}","{""ImportId"":""QID12_1""}","{""ImportId"":""QID32_1""}","{""ImportId"":""QID33_1""}","{""ImportId"":""QID34_1""}","{""ImportId"":""QID35_1""}","{""ImportId"":""QID36_1""}","{""ImportId"":""QID50_1""}","{""ImportId"":""QID51_1""}","{""ImportId"":""QID52_1""}","{""ImportId"":""QID53_1""}","{""ImportId"":""QID54_1""}","{""ImportId"":""QID68_1""}","{""ImportId"":""QID69_1""}","{""ImportId"":""QID70_1""}","{""ImportId"":""QID71_1""}","{""ImportId"":""QID72_1""}","{""ImportId"":""QID76""}","{""ImportId"":""QID77""}","{""ImportId"":""QID77_3_TEXT""}","{""ImportId"":""QID78""}","{""ImportId"":""QID79""}","{""ImportId"":""Random ID""}","{""ImportId"":""Create New Field or Choose From Dropdown...""}","{""ImportId"":""QID77_3_TEXT_0ff30fa9c5dd4c6ea461e7caTopics""}","{""ImportId"":""FL_15_DO""}","{""ImportId"":""FL_14_DO""}","{""ImportId"":""FL_16_DO""}","{""ImportId"":""BL_eD8hl4oOvuI3v2l_DO""}","{""ImportId"":""BL_1MTjd8HgEX8c53D_DO""}","{""ImportId"":""BL_b3ZEocGBdWmYQER_DO""}","{""ImportId"":""BL_0fdvyi3ocPN8113_DO""}","{""ImportId"":""BL_ePplkgqcUmFpBWd_DO""}","{""ImportId"":""BL_6sSgwPTCcgdqPJ3_DO""}","{""ImportId"":""BL_eDJvv8Xf0OvL381_DO""}","{""ImportId"":""BL_80qipzIFRmwD9Ah_DO""}"
12/3/2018 17:38,12/3/2018 17:40,IP Address,100,129,TRUE,12/3/2018 17:40,R_6yPpjqWKiw5rUat,anonymous,EN,30,77,33,37,39,44,70,32,44,50,51,74,47,52,47,41,69,8,12,51,,,,,,,,,,,,,,,,,,,,,40-49,Female,,"$65,000 to $80,000",Graduate degree,1997,,,FL_14,PrintingTrad_hypo|JuryTrad_hyp|PhonecallTrad_hypo|MusicTraditional_hypocrisy,,Q1|Trad_good_music|Trad_trust_music|Trad_hypo_music|Trad_honest_music|Trad_like_music,Q25|Trad_like_jury|Trad_hypo_jury|Trad_honest_jury|Trad_trust_jury|Trad_good_jury,Q37|Trad_trust_phone|Trad_honest_phone|Trad_hypo_phone|Trad_like_phone|Trad_good_phone,Q61|Trad_like_print|Trad_honest_print|Trad_good_print|Trad_hypo_print|Trad_trust_print,,,,
12/3/2018 17:38,12/3/2018 17:40,IP Address,100,106,TRUE,12/3/2018 17:40,R_qR8xVVDyKzDTyx3,anonymous,EN,17,100,29,16,21,32,77,33,32,33,27,100,23,31,26,30,84,29,42,31,,,,,,,,,,,,,,,,,,,,,30-39,Male,,"$35,000 to $50,000",Bachelor degree,5180,,,FL_14,PhonecallTrad_hypo|MusicTraditional_hypocrisy|JuryTrad_hyp|PrintingTrad_hypo,,Q1|Trad_honest_music|Trad_trust_music|Trad_good_music|Trad_hypo_music|Trad_like_music,Q25|Trad_like_jury|Trad_good_jury|Trad_hypo_jury|Trad_honest_jury|Trad_trust_jury,Q37|Trad_trust_phone|Trad_honest_phone|Trad_hypo_phone|Trad_good_phone|Trad_like_phone,Q61|Trad_honest_print|Trad_trust_print|Trad_good_print|Trad_like_print|Trad_hypo_print,,,,
12/3/2018 17:35,12/3/2018 17:40,IP Address,100,292,TRUE,12/3/2018 17:40,R_12tgFZ8BRbQfXsx,anonymous,EN,,,,,,,,,,,,,,,,,,,,,74,88,30,83,26,69,70,65,73,65,39,66,37,67,41,61,67,61,64,63,30-39,Male,,"Over $100,000",Graduate degree,3308,,,FL_16,,MusicHonest_hypocrisy|Juryhon_hyp|PrintingHon_hypo|PhoneCallHon_hypo,,,,,Q7|Honest_good_music|Honest_hypo_music|Honest_like_music|Honest_honest_music|Honest_trust_music,Q31|Honest_honest_jury|Honest_like_jury|Honest_trust_jury|Honest_hypo_jury|Honest_good_jury,Q49|Honest_hypo_phone|Honest_honest_phone|Honest_like_phone|Honest_trust_phone|Honest_good_phone,Q67|Honest_honest_print|Honest_hypo_print|Honest_good_print|Honest_trust_print|Honest_like_print
12/3/2018 17:37,12/3/2018 17:40,IP Address,100,191,TRUE,12/3/2018 17:40,R_3HLgfuCQAqDgSg9,anonymous,EN,,,,,,,,,,,,,,,,,,,,,64,81,71,70,68,73,85,70,76,70,55,63,43,45,55,66,80,59,71,69,50-59,Male,,"Over $100,000",Bachelor degree,1243,,,FL_16,,MusicHonest_hypocrisy|Juryhon_hyp|PrintingHon_hypo|PhoneCallHon_hypo,,,,,Q7|Honest_good_music|Honest_hypo_music|Honest_honest_music|Honest_like_music|Honest_trust_music,Q31|Honest_like_jury|Honest_good_jury|Honest_hypo_jury|Honest_honest_jury|Honest_trust_jury,Q49|Honest_like_phone|Honest_hypo_phone|Honest_good_phone|Honest_trust_phone|Honest_honest_phone,Q67|Honest_good_print|Honest_honest_print|Honest_trust_print|Honest_hypo_print|Honest_like_print
12/3/2018 17:37,12/3/2018 17:40,IP Address,100,188,TRUE,12/3/2018 17:40,R_9BpI7C15KfBMJrP,anonymous,EN,,,,,,,,,,,,,,,,,,,,,39,60,41,67,40,62,59,40,63,35,65,53,61,66,68,61,59,64,41,52,40-49,Male,,"Over $100,000",Some college,3061,,,FL_16,,PrintingHon_hypo|PhoneCallHon_hypo|Juryhon_hyp|MusicHonest_hypocrisy,,,,,Q7|Honest_hypo_music|Honest_good_music|Honest_honest_music|Honest_trust_music|Honest_like_music,Q31|Honest_good_jury|Honest_hypo_jury|Honest_trust_jury|Honest_honest_jury|Honest_like_jury,Q49|Honest_like_phone|Honest_trust_phone|Honest_honest_phone|Honest_good_phone|Honest_hypo_phone,Q67|Honest_honest_print|Honest_hypo_print|Honest_trust_print|Honest_like_print|Honest_good_print
12/3/2018 17:38,12/3/2018 17:40,IP Address,100,113,TRUE,12/3/2018 17:40,R_28Z0qJApaRRMqKE,anonymous,EN,48,92,49,53,52,47,85,38,23,42,49,96,50,46,43,43,97,27,36,37,,,,,,,,,,,,,,,,,,,,,21-29,Male,,"$35,000 to $50,000",Bachelor degree,1036,,,FL_14,JuryTrad_hyp|PrintingTrad_hypo|MusicTraditional_hypocrisy|PhonecallTrad_hypo,,Q1|Trad_hypo_music|Trad_trust_music|Trad_honest_music|Trad_like_music|Trad_good_music,Q25|Trad_like_jury|Trad_honest_jury|Trad_good_jury|Trad_hypo_jury|Trad_trust_jury,Q37|Trad_trust_phone|Trad_like_phone|Trad_good_phone|Trad_honest_phone|Trad_hypo_phone,Q61|Trad_like_print|Trad_honest_print|Trad_hypo_print|Trad_trust_print|Trad_good_print,,,,
12/3/2018 17:37,12/3/2018 17:40,IP Address,100,162,TRUE,12/3/2018 17:40,R_2QtgfiRmwUzyPKD,anonymous,EN,,,,,,,,,,,,,,,,,,,,,71,46,71,92,73,71,29,79,80,82,70,25,71,72,76,81,35,80,85,74,40-49,Female,,"$80,000 to $100,000",Bachelor degree,52,,,FL_16,,Juryhon_hyp|PrintingHon_hypo|PhoneCallHon_hypo|MusicHonest_hypocrisy,,,,,Q7|Honest_like_music|Honest_trust_music|Honest_good_music|Honest_hypo_music|Honest_honest_music,Q31|Honest_honest_jury|Honest_hypo_jury|Honest_trust_jury|Honest_like_jury|Honest_good_jury,Q49|Honest_hypo_phone|Honest_honest_phone|Honest_good_phone|Honest_like_phone|Honest_trust_phone,Q67|Honest_honest_print|Honest_trust_print|Honest_like_print|Honest_hypo_print|Honest_good_print
12/3/2018 17:38,12/3/2018 17:40,IP Address,100,132,TRUE,12/3/2018 17:40,R_3CBN64l1IPTruVE,anonymous,EN,39,73,38,36,27,25,86,35,27,34,40,67,28,31,20,28,81,18,36,26,,,,,,,,,,,,,,,,,,,,,30-39,Male,,"$10,000 to $15,000",Vocational Training,503,,,FL_14,PhonecallTrad_hypo|MusicTraditional_hypocrisy|PrintingTrad_hypo|JuryTrad_hyp,,Q1|Trad_trust_music|Trad_honest_music|Trad_hypo_music|Trad_good_music|Trad_like_music,Q25|Trad_good_jury|Trad_trust_jury|Trad_hypo_jury|Trad_honest_jury|Trad_like_jury,Q37|Trad_like_phone|Trad_good_phone|Trad_hypo_phone|Trad_trust_phone|Trad_honest_phone,Q61|Trad_honest_print|Trad_good_print|Trad_hypo_print|Trad_like_print|Trad_trust_print,,,,
12/3/2018 17:37,12/3/2018 17:40,IP Address,100,165,TRUE,12/3/2018 17:40,R_vVODUBV33NI4Axj,anonymous,EN,,,,,,,,,,,,,,,,,,,,,53,60,46,58,44,10,84,10,20,7,53,61,49,62,49,57,74,47,60,44,30-39,Female,,"$35,000 to $50,000",Some college,6297,,,FL_16,,Juryhon_hyp|PrintingHon_hypo|PhoneCallHon_hypo|MusicHonest_hypocrisy,,,,,Q7|Honest_like_music|Honest_hypo_music|Honest_good_music|Honest_honest_music|Honest_trust_music,Q31|Honest_like_jury|Honest_hypo_jury|Honest_trust_jury|Honest_good_jury|Honest_honest_jury,Q49|Honest_like_phone|Honest_honest_phone|Honest_hypo_phone|Honest_trust_phone|Honest_good_phone,Q67|Honest_hypo_print|Honest_good_print|Honest_like_print|Honest_honest_print|Honest_trust_print
12/3/2018 17:38,12/3/2018 17:40,IP Address,100,99,TRUE,12/3/2018 17:40,R_0GnFrcjHTTcVpDP,anonymous,EN,,,,,,,,,,,,,,,,,,,,,53,30,76,54,62,31,36,53,24,66,32,94,26,7,36,54,64,40,45,40,21-29,Female,,"$50,000 to $65,000",Some college,1220,,,FL_16,,PhoneCallHon_hypo|Juryhon_hyp|MusicHonest_hypocrisy|PrintingHon_hypo,,,,,Q7|Honest_good_music|Honest_trust_music|Honest_honest_music|Honest_like_music|Honest_hypo_music,Q31|Honest_good_jury|Honest_honest_jury|Honest_hypo_jury|Honest_like_jury|Honest_trust_jury,Q49|Honest_honest_phone|Honest_hypo_phone|Honest_trust_phone|Honest_good_phone|Honest_like_phone,Q67|Honest_honest_print|Honest_trust_print|Honest_good_print|Honest_like_print|Honest_hypo_print
12/3/2018 17:39,12/3/2018 17:40,IP Address,100,101,TRUE,12/3/2018 17:40,R_2c6mekcyBHQssMo,anonymous,EN,,,,,,,,,,,,,,,,,,,,,51,23,52,77,52,51,18,52,74,52,51,22,52,74,52,51,51,50,52,74,30-39,Female,,"$25,000 to $35,000",Bachelor degree,1223,,,FL_16,,PrintingHon_hypo|Juryhon_hyp|PhoneCallHon_hypo|MusicHonest_hypocrisy,,,,,Q7|Honest_trust_music|Honest_good_music|Honest_like_music|Honest_honest_music|Honest_hypo_music,Q31|Honest_honest_jury|Honest_hypo_jury|Honest_trust_jury|Honest_good_jury|Honest_like_jury,Q49|Honest_honest_phone|Honest_like_phone|Honest_hypo_phone|Honest_good_phone|Honest_trust_phone,Q67|Honest_like_print|Honest_trust_print|Honest_hypo_print|Honest_honest_print|Honest_good_print
12/3/2018 17:39,12/3/2018 17:40,IP Address,100,54,TRUE,12/3/2018 17:40,R_1kLWFDpqEMleWAy,anonymous,EN,80,10,33,13,79,76,29,88,74,98,84,3,39,13,35,70,26,88,26,97,,,,,,,,,,,,,,,,,,,,,30-39,Male,,"$25,000 to $35,000",Some college,9136,,,FL_14,PhonecallTrad_hypo|JuryTrad_hyp|MusicTraditional_hypocrisy|PrintingTrad_hypo,,Q1|Trad_like_music|Trad_good_music|Trad_honest_music|Trad_hypo_music|Trad_trust_music,Q25|Trad_honest_jury|Trad_hypo_jury|Trad_like_jury|Trad_trust_jury|Trad_good_jury,Q37|Trad_good_phone|Trad_trust_phone|Trad_honest_phone|Trad_like_phone|Trad_hypo_phone,Q61|Trad_trust_print|Trad_like_print|Trad_honest_print|Trad_hypo_print|Trad_good_print,,,,
12/3/2018 17:36,12/3/2018 17:40,IP Address,100,269,TRUE,12/3/2018 17:40,R_2dMDfD4q0CW9phk,anonymous,EN,,,,,,,,,,,,,,,,,,,,,58,59,59,52,53,58,62,53,59,57,56,61,55,65,56,60,63,53,56,53,50-59,Female,,"Over $100,000",Bachelor degree,5706,,,FL_16,,MusicHonest_hypocrisy|PhoneCallHon_hypo|Juryhon_hyp|PrintingHon_hypo,,,,,Q7|Honest_good_music|Honest_hypo_music|Honest_honest_music|Honest_like_music|Honest_trust_music,Q31|Honest_like_jury|Honest_trust_jury|Honest_hypo_jury|Honest_good_jury|Honest_honest_jury,Q49|Honest_like_phone|Honest_hypo_phone|Honest_good_phone|Honest_trust_phone|Honest_honest_phone,Q67|Honest_good_print|Honest_trust_print|Honest_honest_print|Honest_hypo_print|Honest_like_print
12/3/2018 17:37,12/3/2018 17:40,IP Address,100,207,TRUE,12/3/2018 17:40,R_vvJjd7KNnBDFxJL,anonymous,EN,20,78,36,19,35,37,76,38,36,37,35,75,37,36,36,30,84,43,31,39,,,,,,,,,,,,,,,,,,,,,50-59,Female,,"$80,000 to $100,000",Graduate degree,7148,,,FL_14,PrintingTrad_hypo|PhonecallTrad_hypo|JuryTrad_hyp|MusicTraditional_hypocrisy,,Q1|Trad_honest_music|Trad_good_music|Trad_trust_music|Trad_like_music|Trad_hypo_music,Q25|Trad_good_jury|Trad_trust_jury|Trad_like_jury|Trad_honest_jury|Trad_hypo_jury,Q37|Trad_trust_phone|Trad_good_phone|Trad_honest_phone|Trad_like_phone|Trad_hypo_phone,Q61|Trad_trust_print|Trad_good_print|Trad_hypo_print|Trad_like_print|Trad_honest_print,,,,
12/3/2018 17:38,12/3/2018 17:40,IP Address,100,121,TRUE,12/3/2018 17:40,R_1LCEze5CbxYTPWq,anonymous,EN,,,,,,,,,,,,,,,,,,,,,33,91,52,70,52,37,60,52,61,52,51,75,3,57,29,51,73,26,72,23,30-39,Female,,"$35,000 to $50,000",Some college,5662,,,FL_16,,PrintingHon_hypo|MusicHonest_hypocrisy|PhoneCallHon_hypo|Juryhon_hyp,,,,,Q7|Honest_honest_music|Honest_hypo_music|Honest_like_music|Honest_trust_music|Honest_good_music,Q31|Honest_honest_jury|Honest_trust_jury|Honest_like_jury|Honest_good_jury|Honest_hypo_jury,Q49|Honest_trust_phone|Honest_like_phone|Honest_hypo_phone|Honest_honest_phone|Honest_good_phone,Q67|Honest_honest_print|Honest_like_print|Honest_trust_print|Honest_hypo_print|Honest_good_print
12/3/2018 17:38,12/3/2018 17:40,IP Address,100,126,TRUE,12/3/2018 17:40,R_3EZu54xftaB3rH4,anonymous,EN,6,98,15,0,14,9,89,19,75,18,0,99,10,1,4,10,98,45,2,40,,,,,,,,,,,,,,,,,,,,,30-39,Female,,"Over $100,000",Some college,9101,,,FL_14,MusicTraditional_hypocrisy|JuryTrad_hyp|PrintingTrad_hypo|PhonecallTrad_hypo,,Q1|Trad_honest_music|Trad_like_music|Trad_hypo_music|Trad_trust_music|Trad_good_music,Q25|Trad_trust_jury|Trad_like_jury|Trad_good_jury|Trad_hypo_jury|Trad_honest_jury,Q37|Trad_good_phone|Trad_like_phone|Trad_trust_phone|Trad_honest_phone|Trad_hypo_phone,Q61|Trad_hypo_print|Trad_like_print|Trad_honest_print|Trad_good_print|Trad_trust_print,,,,
12/3/2018 17:39,12/3/2018 17:40,IP Address,100,108,TRUE,12/3/2018 17:40,R_uvM7fDrRFaDk0Fz,anonymous,EN,26,100,38,40,55,42,100,47,23,34,25,100,28,25,24,30,100,44,54,67,,,,,,,,,,,,,,,,,,,,,30-39,Female,,"$15,000 to $25,000",Bachelor degree,3314,,,FL_14,PrintingTrad_hypo|MusicTraditional_hypocrisy|PhonecallTrad_hypo|JuryTrad_hyp,,Q1|Trad_like_music|Trad_honest_music|Trad_hypo_music|Trad_trust_music|Trad_good_music,Q25|Trad_good_jury|Trad_hypo_jury|Trad_honest_jury|Trad_like_jury|Trad_trust_jury,Q37|Trad_good_phone|Trad_honest_phone|Trad_trust_phone|Trad_hypo_phone|Trad_like_phone,Q61|Trad_good_print|Trad_like_print|Trad_trust_print|Trad_honest_print|Trad_hypo_print,,,,
12/3/2018 17:38,12/3/2018 17:40,IP Address,100,141,TRUE,12/3/2018 17:40,R_XI1BakZpAxqaLkt,anonymous,EN,,,,,,,,,,,,,,,,,,,,,63,71,77,63,81,54,72,41,61,55,70,42,70,60,81,59,86,71,73,61,30-39,Male,,"$65,000 to $80,000",Bachelor degree,5684,,,FL_16,,PrintingHon_hypo|MusicHonest_hypocrisy|PhoneCallHon_hypo|Juryhon_hyp,,,,,Q7|Honest_honest_music|Honest_trust_music|Honest_hypo_music|Honest_good_music|Honest_like_music,Q31|Honest_like_jury|Honest_trust_jury|Honest_good_jury|Honest_hypo_jury|Honest_honest_jury,Q49|Honest_hypo_phone|Honest_honest_phone|Honest_trust_phone|Honest_like_phone|Honest_good_phone,Q67|Honest_trust_print|Honest_good_print|Honest_honest_print|Honest_hypo_print|Honest_like_print
12/3/2018 17:39,12/3/2018 17:40,IP Address,100,112,TRUE,12/3/2018 17:40,R_wNoPSOkIT6bWktH,anonymous,EN,10,70,27,22,26,72,24,17,67,50,0,100,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,30-39,Male,,"$65,000 to $80,000",Graduate degree,7756,,,FL_14,JuryTrad_hyp|MusicTraditional_hypocrisy|PrintingTrad_hypo|PhonecallTrad_hypo,,Q1|Trad_trust_music|Trad_hypo_music|Trad_good_music|Trad_honest_music|Trad_like_music,Q25|Trad_good_jury|Trad_like_jury|Trad_trust_jury|Trad_hypo_jury|Trad_honest_jury,Q37|Trad_honest_phone|Trad_hypo_phone|Trad_good_phone|Trad_trust_phone|Trad_like_phone,Q61|Trad_hypo_print|Trad_trust_print|Trad_good_print|Trad_honest_print|Trad_like_print,,,,
12/3/2018 17:35,12/3/2018 17:40,IP Address,100,322,TRUE,12/3/2018 17:40,R_1loDSrLgsRKzzpX,anonymous,EN,24,98,18,45,28,45,100,32,32,44,20,77,23,44,8,43,45,52,48,48,,,,,,,,,,,,,,,,,,,,,21-29,Male,,"$65,000 to $80,000",Bachelor degree,1733,,,FL_14,MusicTraditional_hypocrisy|JuryTrad_hyp|PrintingTrad_hypo|PhonecallTrad_hypo,,Q1|Trad_trust_music|Trad_like_music|Trad_good_music|Trad_hypo_music|Trad_honest_music,Q25|Trad_like_jury|Trad_honest_jury|Trad_good_jury|Trad_trust_jury|Trad_hypo_jury,Q37|Trad_good_phone|Trad_honest_phone|Trad_hypo_phone|Trad_like_phone|Trad_trust_phone,Q61|Trad_good_print|Trad_like_print|Trad_honest_print|Trad_hypo_print|Trad_trust_print,,,,
12/3/2018 17:39,12/3/2018 17:40,IP Address,100,111,TRUE,12/3/2018 17:40,R_R8nz0G2htSCGOeB,anonymous,EN,34,100,30,8,41,40,92,37,39,54,44,84,53,34,46,61,85,69,62,75,,,,,,,,,,,,,,,,,,,,,21-29,Male,,"$25,000 to $35,000",Some college,7470,,,FL_14,JuryTrad_hyp|PrintingTrad_hypo|MusicTraditional_hypocrisy|PhonecallTrad_hypo,,Q1|Trad_like_music|Trad_trust_music|Trad_honest_music|Trad_hypo_music|Trad_good_music,Q25|Trad_hypo_jury|Trad_trust_jury|Trad_like_jury|Trad_honest_jury|Trad_good_jury,Q37|Trad_like_phone|Trad_trust_phone|Trad_good_phone|Trad_honest_phone|Trad_hypo_phone,Q61|Trad_hypo_print|Trad_like_print|Trad_trust_print|Trad_honest_print|Trad_good_print,,,,
12/3/2018 17:38,12/3/2018 17:41,IP Address,100,154,TRUE,12/3/2018 17:41,R_8w9u9pOonGyPrwJ,anonymous,EN,,,,,,,,,,,,,,,,,,,,,7,76,22,7,33,21,86,22,18,50,44,90,13,42,35,40,85,15,41,40,21-29,Female,,"$15,000 to $25,000",Bachelor degree,7270,,,FL_16,,MusicHonest_hypocrisy|PhoneCallHon_hypo|PrintingHon_hypo|Juryhon_hyp,,,,,Q7|Honest_hypo_music|Honest_good_music|Honest_trust_music|Honest_honest_music|Honest_like_music,Q31|Honest_good_jury|Honest_like_jury|Honest_trust_jury|Honest_hypo_jury|Honest_honest_jury,Q49|Honest_good_phone|Honest_like_phone|Honest_trust_phone|Honest_hypo_phone|Honest_honest_phone,Q67|Honest_honest_print|Honest_hypo_print|Honest_trust_print|Honest_good_print|Honest_like_print
12/3/2018 17:38,12/3/2018 17:41,IP Address,100,150,TRUE,12/3/2018 17:41,R_2Vrn5v5fHnbZ0sd,anonymous,EN,30,97,43,32,41,49,84,48,48,51,32,91,45,48,43,41,93,39,45,44,,,,,,,,,,,,,,,,,,,,,50-59,Male,,"Over $100,000",Bachelor degree,1111,,,FL_14,PrintingTrad_hypo|PhonecallTrad_hypo|JuryTrad_hyp|MusicTraditional_hypocrisy,,Q1|Trad_trust_music|Trad_good_music|Trad_like_music|Trad_hypo_music|Trad_honest_music,Q25|Trad_good_jury|Trad_trust_jury|Trad_honest_jury|Trad_hypo_jury|Trad_like_jury,Q37|Trad_hypo_phone|Trad_trust_phone|Trad_like_phone|Trad_good_phone|Trad_honest_phone,Q61|Trad_like_print|Trad_good_print|Trad_hypo_print|Trad_trust_print|Trad_honest_print,,,,
12/3/2018 17:39,12/3/2018 17:41,IP Address,100,112,TRUE,12/3/2018 17:41,R_xgRZEGIXkgIX7sl,anonymous,EN,16,98,29,17,8,23,94,23,24,49,51,87,48,37,46,33,95,52,3,43,,,,,,,,,,,,,,,,,,,,,30-39,Female,,"$25,000 to $35,000",Some college,7353,,,FL_14,PrintingTrad_hypo|MusicTraditional_hypocrisy|JuryTrad_hyp|PhonecallTrad_hypo,,Q1|Trad_good_music|Trad_trust_music|Trad_honest_music|Trad_hypo_music|Trad_like_music,Q25|Trad_like_jury|Trad_trust_jury|Trad_good_jury|Trad_hypo_jury|Trad_honest_jury,Q37|Trad_good_phone|Trad_trust_phone|Trad_like_phone|Trad_honest_phone|Trad_hypo_phone,Q61|Trad_honest_print|Trad_good_print|Trad_hypo_print|Trad_trust_print|Trad_like_print,,,,
12/3/2018 17:39,12/3/2018 17:41,IP Address,100,92,TRUE,12/3/2018 17:41,R_xeYzfhccztThmVP,anonymous,EN,31,92,41,32,45,32,98,11,28,28,12,92,30,10,37,25,100,49,21,30,,,,,,,,,,,,,,,,,,,,,30-39,Female,,"$65,000 to $80,000",Bachelor degree,859,,,FL_14,PhonecallTrad_hypo|JuryTrad_hyp|MusicTraditional_hypocrisy|PrintingTrad_hypo,,Q1|Trad_like_music|Trad_hypo_music|Trad_trust_music|Trad_good_music|Trad_honest_music,Q25|Trad_like_jury|Trad_good_jury|Trad_honest_jury|Trad_hypo_jury|Trad_trust_jury,Q37|Trad_trust_phone|Trad_like_phone|Trad_hypo_phone|Trad_honest_phone|Trad_good_phone,Q61|Trad_honest_print|Trad_trust_print|Trad_hypo_print|Trad_like_print|Trad_good_print,,,,
